FILE;ROSBAG FILE;YEAR;MONTH;DAY;HOUR;MINUTE;SECOND;DEPARTMENT;FLOOR;THERMAL OBJECTS;RGB OBJECTS
000539_1715177333830804670;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
000561_1715177336031431062;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
000597_1715177339629795301;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
000627_1715177342628216707;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
000655_1715177345428352718;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
000683_1715177348229410411;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
000707_1715177350629352789;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
000733_1715177353232475856;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
000755_1715177355434230322;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
000797_1715177359631993436;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;11;10
000821_1715177362030697971;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;12;11
000853_1715177365232050812;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;10;10
000896_1715177369528309979;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;10;10
000960_1715177375942395782;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
001036_1715177383537218023;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
001059_1715177385831389188;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
001095_1715177389427858468;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
001116_1715177391529178530;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
001140_1715177393930993775;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
001164_1715177396327714692;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
001189_1715177398831969146;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
001212_1715177401130127573;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
001250_1715177404927706572;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
001278_1715177407728850257;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
001301_1715177410035791560;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
001344_1715177414327061905;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
001366_1715177416530269400;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
001387_1715177418641551365;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
001412_1715177421123079181;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
001434_1715177423323717033;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
001456_1715177425525854947;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
001478_1715177427720572111;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
001499_1715177429820657130;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
001522_1715177432119102567;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
001548_1715177434721551274;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
001584_1715177438327979491;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
001611_1715177441029001849;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
001633_1715177443222485820;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
001654_1715177445328425988;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
001676_1715177447525806279;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
001698_1715177449718677844;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
001719_1715177451823441785;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
001742_1715177454130828841;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
001764_1715177456328520453;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
001787_1715177458624364321;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;6
001818_1715177461718848934;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;3
001843_1715177464223517206;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
001865_1715177466424031833;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
001890_1715177468920003207;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;1;1
001913_1715177471225958621;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;1;1
001937_1715177473620346482;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;1;1
001958_1715177475725113812;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;1;1
001983_1715177478220870227;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
002004_1715177480324931246;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002026_1715177482519007483;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002048_1715177484719386457;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
002069_1715177486820853250;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002091_1715177489019642388;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002112_1715177491120375962;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002133_1715177493225842584;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
002155_1715177495423204968;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002176_1715177497525202349;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
002198_1715177499719347551;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002220_1715177501922098716;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002243_1715177504216007686;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002265_1715177506419182381;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;1;1
002286_1715177508519790488;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002308_1715177510720901825;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002329_1715177512830504075;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
002351_1715177515030911351;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
002374_1715177517323767395;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;3
002399_1715177519823071416;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
002430_1715177522923056533;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002452_1715177525117246226;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002473_1715177527232887816;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002495_1715177529424524524;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002523_1715177532221803411;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002557_1715177535626179332;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002579_1715177537816725431;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002616_1715177541523129902;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;1;1
002650_1715177544923503642;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;0;0
002672_1715177547124301756;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;0;0
002699_1715177549816672989;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;0;0
002720_1715177551920538138;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;0;0
002747_1715177554615567798;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;0;0
002772_1715177557114067468;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;0;0
002794_1715177559317339036;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;0;0
002823_1715177562231615903;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;0;0
002847_1715177564614859680;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;0;0
002868_1715177566715346877;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;1;1
002889_1715177568818588407;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002912_1715177571118352674;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
002933_1715177573220284270;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;0;0
002958_1715177575717257871;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;0;0
002980_1715177577912654686;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
003001_1715177580014749766;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
003022_1715177582123806654;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
003045_1715177584412874368;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
003066_1715177586514414729;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
003089_1715177588813175125;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
003111_1715177591012372169;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;8
003133_1715177593213046500;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;9
003154_1715177595313903736;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;9
003176_1715177597515531034;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
003198_1715177599715860025;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;8
003219_1715177601822714952;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
003241_1715177604014660108;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
003267_1715177606613228259;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
003289_1715177608813864401;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
003310_1715177610918286268;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;5
003332_1715177613112856647;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;7
003355_1715177615412968009;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
003378_1715177617722718991;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
003400_1715177619912804774;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
003421_1715177622014140352;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
003442_1715177624118629195;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
003463_1715177626224127816;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;10;10
003485_1715177628415050999;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;10;10
003506_1715177630516563056;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;10;10
003527_1715177632621180708;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;9
003550_1715177634919542558;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;10;10
003572_1715177637112849835;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;11;11
003593_1715177639213531286;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;10;10
003614_1715177641323191168;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;14;14
003636_1715177643513025187;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;13;13
003657_1715177645616428211;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;13;13
003679_1715177647814495876;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;13;13
003701_1715177650012875904;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;12;12
003722_1715177652118813336;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;12;12
003753_1715177655215336356;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
003774_1715177657326827026;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
003796_1715177659514186942;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
003824_1715177662317892691;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
003848_1715177664717924999;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;10;10
003880_1715177667918737445;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;10;10
003908_1715177670711161334;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;10;10
003944_1715177674320244737;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
003968_1715177676717811582;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
003990_1715177678920344041;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
004012_1715177681120298596;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
004034_1715177683319333791;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;8
004055_1715177685420984507;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
004077_1715177687611628433;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
004098_1715177689712996885;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
004121_1715177692016686263;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
004143_1715177694224333317;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
004165_1715177696415087967;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
004186_1715177698516822213;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
004209_1715177700812080424;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
004230_1715177702913621169;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
004252_1715177705112956028;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
004273_1715177707214764417;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
004295_1715177709411093927;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
004318_1715177711714532350;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
004340_1715177713910308518;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;8
004368_1715177716715085674;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;9
004390_1715177718910091247;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;10
004411_1715177721014074309;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
004432_1715177723117008880;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
004454_1715177725311511911;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
004477_1715177727610020677;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
004498_1715177729711095007;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
004520_1715177731913686697;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
004542_1715177734109688571;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
004563_1715177736210069701;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
004584_1715177738318552186;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
004606_1715177740507672014;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;4
004627_1715177742610813670;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
004648_1715177744716565178;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
004670_1715177746908731827;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
004691_1715177749009165414;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
004712_1715177751118705540;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
004734_1715177753308569680;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
004755_1715177755409613398;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
004780_1715177757909421983;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
004803_1715177760210415181;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
004824_1715177762314153494;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
004853_1715177765208464007;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
004876_1715177767508706043;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
004897_1715177769614793839;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
004920_1715177771918245882;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
004948_1715177774710541839;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
004972_1715177777110096272;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
004996_1715177779510446070;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
005020_1715177781909152950;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
005041_1715177784010385250;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
005062_1715177786114058596;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
005084_1715177788309203354;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;4
005109_1715177790807553937;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
005133_1715177793208916446;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
005155_1715177795411977348;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
005177_1715177797613004130;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;4
005199_1715177799808059849;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
005220_1715177801911867083;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
005242_1715177804109205189;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
005264_1715177806312575276;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;1;1
005286_1715177808511253116;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;1;1
005308_1715177810715497139;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
005329_1715177812817382428;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;12;13
005351_1715177815008687353;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;10;10
005372_1715177817109316999;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;11;11
005393_1715177819214918470;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;9;9
005416_1715177821509458586;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;7
005439_1715177823810014723;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;7;8
005460_1715177825911034466;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;8;8
005482_1715177828112955664;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;6;6
005504_1715177830308957009;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;5;5
005526_1715177832508804566;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
005547_1715177834620518898;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
005577_1715177837611663522;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;4;4
005601_1715177840015449964;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;3;3
005623_1715177842205293499;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;2;2
005644_1715177844307892282;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;1;1
005668_1715177846706509640;2024-05-08-15-07-59_bag_DEI_4;2024;5;8;15;7;59;DEI;4;1;1
000217_1715177956504838533;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;5;5
000239_1715177958703530719;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;7;7
000328_1715177967604712718;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;6;6
000354_1715177970203597214;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;5;5
000376_1715177972402955885;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;5;5
000398_1715177974605020859;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;3;3
000420_1715177976803580004;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;4;4
000442_1715177979001903083;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;4;4
000463_1715177981103928060;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;2;2
000487_1715177983501870488;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;3;3
000508_1715177985603112308;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;3;3
000530_1715177987803084526;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;2;2
000556_1715177990401629179;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;2;2
000577_1715177992501815204;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;3;3
000598_1715177994602831584;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;0;0
000622_1715177996999299502;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;0;0
000643_1715177999100696914;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;0;0
000664_1715178001201328889;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;0;0
000686_1715178003401187694;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;0;0
000709_1715178005701588956;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;0;0
000732_1715178008000485536;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;0;0
000753_1715178010101051051;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;1;1
000783_1715178013103740864;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;4;4
000807_1715178015503169372;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;5;5
000832_1715178018000601243;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;5;5
000855_1715178020301099531;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;5;5
000882_1715178023000271525;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;2;2
000904_1715178025200251828;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;0;0
000926_1715178027402165352;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;0;0
000947_1715178029502890195;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;0;0
000968_1715178031603285514;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;1;1
000991_1715178033903642742;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;3;3
001013_1715178036101491244;2024-05-08-15-18-54_bag_DEEC_4;2024;5;8;15;18;54;DEEC;4;3;3
